分区,小区名称,所在区域,房屋户型,建筑面积,套内面积,房屋朝向,装修情况,供暖方式,楼层高度,所在楼层,户型结构,建筑类型,建筑结构,梯户比例,配备电梯,挂牌时间,上次交易,房屋年限,抵押信息,交易权属,房屋用途,产权所属,房本备件,标题,总价,单价,地区,几室几厅,房屋面积,楼层,建立时间,户型,关注人数,发布日期,VR看装修,房本满五年,近地铁,房本满两年,随时看房,详情页
长宁,鉴赏新华,长宁 新华路 内环内,2室2厅1厨2卫,106.3㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共11层),错层,板楼,钢混结构,一梯两户,有,2024-10-21,2005-07-28,满五年,无抵押,商品房,普通住宅,共有,未上传房本照片,闹中取静品质小高层南北通两房两卫，业主诚意,1098万,"103,293元/平",鉴赏新华 -新华路,2室2厅,106.3平米,"('中楼层(共11层)',)",2001年,板楼,30人关注,6个月以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107111130523.html
普陀,宝华城市之星,普陀 光新 内环至中环,2室2厅1厨2卫,107.67㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共36层),平层,板楼,钢混结构,四梯四户,有,2024-07-03,2020-07-11,满两年,有抵押 500万元 客户偿还,商品房,普通住宅,共有,已上传房本照片,品质小区  中高区 三开间朝南 业主自住保养好,1350万,"125,384元/平",宝华城市之星 -光新,2室2厅,107.67平米,"('36层',)",2018年,板楼,14人关注,9个月以前发布,VR看装修,,近地铁,房本满两年,,https://sh.lianjia.com/ershoufang/107110144835.html
普陀,绿地世纪城(二期),普陀 武宁 内环内,2室1厅1厨1卫,96.86㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共33层),平层,板楼,钢混结构,两梯四户,有,2025-03-24,2015-08-24,满五年,有抵押 中国农业银行,商品房,普通住宅,共有,已上传房本照片,低总价 位置安静 日照采光充足 满五v壹 业主诚售,798万,"82,387元/平",绿地世纪城(二期) -武宁,2室1厅,96.86平米,"('33层',)",2004年,板楼,17人关注,1个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112411881.html
普陀,绿洲城市花园,普陀 长寿路 内环内,2室2厅1厨1卫,103.25㎡,,东南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共9层),平层,板楼,钢混结构,一梯两户,有,2025-03-14,1998-06-17,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,闹中取静 配套齐全 采光好 电梯小高层,830万,"80,388元/平",绿洲城市花园 -长寿路,2室2厅,103.25平米,"('低楼层(共9层)',)",1998年,板楼,21人关注,1个月以前发布,VR房源,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107112303193.html
长宁,安阳小区,长宁 中山公园 内环内,2室1厅0厨1卫,62.22㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,钢混结构,,无,2024-07-16,2012-07-10,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,中山公园板块全明户型，楼层好，采光好，业主诚意,398万,"63,967元/平",安阳小区 -中山公园,2室1厅,62.22平米,"('中楼层(共6层)',)",1987年,板楼,38人关注,9个月以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107110255126.html
长宁,华馨小区,长宁 中山公园 内环内,2室1厅1厨1卫,58.67㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共5层),平层,板楼,砖混结构,,无,2024-09-03,2013-01-23,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,正看中山公园景观，视野开阔，空气清新，业主诚意,368万,"62,724元/平",华馨小区 -中山公园,2室1厅,58.67平米,"('高楼层(共5层)',)",1988年,板楼,46人关注,7个月以前发布,VR房源,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107110706310.html
普陀,世纪之门,普陀 长寿路 内环内,2室1厅1厨1卫,64.66㎡,,东,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共23层),平层,塔楼,钢混结构,三梯十八户,有,2025-03-02,2014-02-07,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,高区采光好，看苏州河景，满五年，诚意出售，看房方便,399万,"61,708元/平",世纪之门 -长寿路,2室1厅,64.66平米,"('高楼层(共23层)',)",2001年,塔楼,18人关注,1个月以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107112173494.html
长宁,遵义路757弄,长宁 中山公园 内环至中环,2室1厅1厨1卫,56.61㎡,,南 北,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共6层),平层,板楼,砖混结构,一梯四户,有,2024-11-05,2000-09-03,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,电梯房 91年房龄 近2/3/4/15号线 美丽家园示范小区,388万,"68,540元/平",遵义路757弄 -中山公园,2室1厅,56.61平米,"('低楼层(共6层)',)",1991年,板楼,27人关注,5个月以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107111257909.html
静安,绿厦小区,静安 西藏北路 内环内,2室1厅1厨1卫,63.99㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共9层),平层,板楼,钢混结构,一梯七户,有,2024-06-23,2024-06-20,未满两年,无抵押,商品房,普通住宅,共有,已上传房本照片,内环内 双南户型 钥匙房  诚心出售,386万,"60,322元/平",绿厦小区 -西藏北路,2室1厅,63.99平米,"('低楼层(共9层)',)",1982年,板楼,40人关注,9个月以前发布,VR看装修,,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107110058802.html
普陀,宜川三村,普陀 甘泉宜川 内环至中环,1室0厅1厨1卫,29.69㎡,,北,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共5层),平层,板楼,砖混结构,,无,2025-01-14,2019-01-04,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,高楼层，视野开阔！采光无遮挡，地铁好房。步行800米,120万,"40,418元/平",宜川三村 -甘泉宜川,1室0厅,29.69平米,"('高楼层(共5层)',)",1956年,板楼,39人关注,3个月以前发布,VR房源,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107111831394.html
普陀,赵家花园,普陀 甘泉宜川,1室0厅1厨1卫,28.18㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,砖混结构,,无,2025-04-20,2000-11-22,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,新上一室户低总价店总力推，满五年诚意出售，税费各付,119万,"42,229元/平",赵家花园 -甘泉宜川,1室0厅,28.18平米,"('高楼层(共6层)',)",1973年,板楼,7人关注,7天以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107112668728.html
普陀,曹杨五村(南杨园),普陀 曹杨 内环至中环,2室1厅1厨1卫,62.82㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共6层),平层,板楼,砖混结构,,无,2025-02-19,1995-03-31,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,满五年，户型方正，环球港旁边，金沙江地铁，楼层好,375万,"59,695元/平",曹杨五村(南杨园) -曹杨,2室1厅,62.82平米,"('低楼层(共6层)',)",1988年,板楼,22人关注,2个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112038817.html
长宁,虹南小区,长宁 虹桥 内环至中环,2室1厅1厨1卫,55.54㎡,,南 北,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,砖混结构,,无,2024-08-20,2001-03-14,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,采光视野俱佳 位置好 南北通透 3  4  10号地铁线,358万,"64,459元/平",虹南小区 -虹桥,2室1厅,55.54平米,"('中楼层(共6层)',)",1991年,板楼,14人关注,8个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107110558662.html
长宁,宁康小区,长宁 中山公园 内环内,2室0厅1厨1卫,51.57㎡,,南 北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共6层),平层,板楼,砖混结构,,无,2025-04-24,2015-01-18,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,中山公园值得一看的精装修带阳光明媚二房！,398万,"77,177元/平",宁康小区 -中山公园,2室0厅,51.57平米,"('低楼层(共6层)',)",1990年,板楼,0人关注,3天以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112704182.html
静安,汉中小区,静安 不夜城 内环内,2室1厅1厨1卫,48.36㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,砖混结构,,无,2023-08-24,2023-08-31,未满两年,无抵押,商品房,普通住宅,共有,已上传房本照片,售后公房 中间楼层 汉中路地铁站三轨交通 出行便利,378万,"78,164元/平",汉中小区 -不夜城,2室1厅,48.36平米,"('中楼层(共6层)',)",1996年,板楼,44人关注,一年前发布,VR看装修,,近地铁,,,https://sh.lianjia.com/ershoufang/107107862097.html
徐汇,田林十四村,徐汇 田林 内环至中环,2室2厅1厨1卫,59.37㎡,,西南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共18层),平层,塔楼,钢混结构,两梯九户,有,2024-10-25,2018-01-26,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,满五年 税费少 产权清晰 诚意售房 近地铁生活设施齐全,369万,"62,153元/平",田林十四村 -田林,2室2厅,59.37平米,"('低楼层(共18层)',)",1989年,塔楼,28人关注,5个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107111165010.html
普陀,音乐广场,普陀 长寿路 内环内,2室2厅1厨2卫,114.53㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共24层),平层,板楼,钢混结构,两梯四户,有,2025-03-08,2012-05-24,满五年,有抵押 客户偿还,商品房,普通住宅,非共有,已上传房本照片,人车分流 后排好房 满五诚意急售 地铁口,1020万,"89,060元/平",音乐广场 -长寿路,2室2厅,114.53平米,"('24层',)",2004年,板楼,15人关注,1个月以前发布,VR房源,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112234639.html
长宁,化工小区(长宁),长宁 新华路 内环内,2室0厅1厨1卫,51.07㎡,,南 北,毛坯,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共6层),平层,板楼,砖混结构,,无,2024-06-25,2011-12-29,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,正新华地段，小区干净，1梯2户，税费少，近法三海贝,380万,"74,408元/平",化工小区(长宁) -新华路,2室0厅,51.07平米,"('低楼层(共6层)',)",1985年,板楼,5人关注,9个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107110075411.html
普陀,河滨围城,普陀 长寿路 内环内,2室2厅1厨2卫,121.46㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共33层),平层,板楼,钢混结构,两梯三户,有,2025-04-09,2003-02-19,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,花园小区，两房两卫，有车位，正看小区花园，闹中取静,1080万,"88,919元/平",河滨围城 -长寿路,2室2厅,121.46平米,"('低楼层(共33层)',)",2003年,板楼,5人关注,19天以前发布,VR房源,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112554506.html
普陀,中远两湾城,普陀 中远两湾城 内环内,2室1厅1厨1卫,73.3㎡,,东南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共33层),平层,板楼,钢混结构,两梯五户,有,2024-05-04,2013-01-01,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,实惠：边套全明小两房+品质楼栋+近出口+诚售！可谈！,598万,"81,583元/平",中远两湾城 -中远两湾城,2室1厅,73.3平米,"('低楼层(共33层)',)",2001年,板楼,222人关注,11个月以前发布,VR房源,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107109647870.html
普陀,曹杨五村(杏梅园),普陀 曹杨 内环至中环,2室1厅1厨1卫,71.88㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,砖混结构,,无,2025-01-09,2023-12-21,未满两年,有抵押 235万元 建设银行220万+15万个人 金融公司垫资,商品房,普通住宅,非共有,已上传房本照片,少有的户型+户型可多样化变动+尺度感拉满+诚意出售,388万,"53,979元/平",曹杨五村(杏梅园) -曹杨,2室1厅,71.88平米,"('高楼层(共6层)',)",1988年,板楼,50人关注,3个月以前发布,VR看装修,,近地铁,,,https://sh.lianjia.com/ershoufang/107111793373.html
普陀,中远两湾城,普陀 中远两湾城 内环内,2室2厅1厨1卫,123.24㎡,,西南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共34层),,板楼,钢混结构,两梯四户,有,2024-02-29,2009-05-12,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,笋盘！想要低单价+面积大+中区南北通+下楼即健身会所,898万,"72,866元/平",中远两湾城 -中远两湾城,2室2厅,123.24平米,"('中楼层(共34层)',)",2005年,板楼,77人关注,一年前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107109128541.html
普陀,中远两湾城,普陀 中远两湾城 内环内,2室1厅1厨1卫,110.95㎡,,南 北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共34层),平层,板楼,钢混结构,两梯四户,有,2024-04-06,2015-05-30,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,急！06次新高区单总价雙低獨家南北通全明衣帽间大阳台,799万,"72,015元/平",中远两湾城 -中远两湾城,2室1厅,110.95平米,"('高楼层(共34层)',)",2005年,板楼,120人关注,一年前发布,VR房源,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107109434672.html
长宁,文苑小区(长宁),长宁 新华路 内环内,2室1厅1厨1卫,52.52㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,砖混结构,,无,2025-03-04,2004-05-19,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,内环地段满五两房文明小区改造完成,365万,"69,498元/平",文苑小区(长宁) -新华路,2室1厅,52.52平米,"('6层',)",1986年,板楼,4人关注,1个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112191272.html
普陀,世纪之门,普陀 长寿路 内环内,2室1厅1厨1卫,64.66㎡,,西,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共23层),平层,板塔结合,钢混结构,三梯十八户,有,2025-03-26,2016-12-13,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,内环内电梯两房，低总价，苏州河畔,388万,"60,007元/平",世纪之门 -长寿路,2室1厅,64.66平米,"('低楼层(共23层)',)",2001年,板塔结合,10人关注,1个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112428356.html
普陀,曹杨五村(梅花园),普陀 曹杨 内环至中环,2室1厅1厨1卫,60.74㎡,,南 北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,砖混结构,,无,2024-10-02,2020-12-25,满两年,无抵押,商品房,普通住宅,非共有,已上传房本照片,各付税+环球港~地铁700米+精装2房1厅+全明户型+厨卫大,388万,"63,879元/平",曹杨五村(梅花园) -曹杨,2室1厅,60.74平米,"('高楼层(共6层)',)",1989年,板楼,18人关注,6个月以前发布,VR看装修,,近地铁,房本满两年,,https://sh.lianjia.com/ershoufang/107110955639.html
普陀,中华新路1140弄,普陀 甘泉宜川 内环内,3室1厅1厨1卫,65.69㎡,,南 北,毛坯,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共7层),平层,板楼,钢混结构,,无,2023-06-23,2000-12-25,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,：内环内，房龄新，南北户型，业主和诚售，到价签字,420万,"63,937元/平",中华新路1140弄 -甘泉宜川,3室1厅,65.69平米,"('高楼层(共7层)',)",1994年,板楼,26人关注,一年前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107107407138.html
普陀,中华新路1140弄,普陀 甘泉宜川 内环内,1室1厅1厨1卫,46.44㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共7层),平层,板楼,钢混结构,,无,2025-04-09,2024-07-29,未满两年,无抵押,商品房,普通住宅,非共有,已上传房本照片,：此房内环内3楼，房龄新，南北通户型·,215万,"46,297元/平",中华新路1140弄 -甘泉宜川,1室1厅,46.44平米,"('中楼层(共7层)',)",1994年,板楼,5人关注,19天以前发布,VR看装修,,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107112555750.html
普陀,众源公寓,普陀 甘泉宜川 内环至中环,2室2厅1厨1卫,98.09㎡,,南 北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共7层),平层,板楼,钢混结构,,无,2024-10-29,2004-08-02,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,众源公寓 2室2厅 南 北,535万,"54,542元/平",众源公寓 -甘泉宜川,2室2厅,98.09平米,"('中楼层(共7层)',)",1998年,板楼,7人关注,5个月以前发布,VR房源,房本满五年,,,,https://sh.lianjia.com/ershoufang/107111200963.html
普陀,金原新苑,普陀 甘泉宜川 内环至中环,2室1厅1厨1卫,93.31㎡,,东南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共22层),平层,塔楼,钢混结构,两梯八户,有,2024-03-30,2020-11-27,满两年,无抵押,商品房,普通住宅,共有,已上传房本照片,新村路地铁口 大区甄选 边套全明电梯房 业主急售,450万,"48,227元/平",金原新苑 -甘泉宜川,2室1厅,93.31平米,"('中楼层(共22层)',)",1998年,塔楼,7人关注,一年前发布,VR看装修,,近地铁,房本满两年,,https://sh.lianjia.com/ershoufang/107109386471.html
普陀,嘉怡苑,普陀 甘泉宜川 内环至中环,2室1厅1厨1卫,99.93㎡,,南 北,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共6层),平层,板楼,砖混结构,,无,2023-07-28,2016-02-06,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,飞机户型 低楼层 房龄新 一梯两户 采光好,550万,"55,039元/平",嘉怡苑 -甘泉宜川,2室1厅,99.93平米,"('低楼层(共6层)',)",2000年,板楼,18人关注,一年前发布,VR看装修,房本满五年,,,,https://sh.lianjia.com/ershoufang/107107659268.html
普陀,双泉公寓,普陀 甘泉宜川 内环至中环,2室1厅1厨1卫,93.32㎡,,南 北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共22层),平层,塔楼,钢混结构,两梯八户,有,2022-02-23,2000-09-01,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,边套全明电梯房   中间楼层  近7号线地铁   视野开阔,470万,"50,365元/平",双泉公寓 -甘泉宜川,2室1厅,93.32平米,"('中楼层(共22层)',)",1998年,塔楼,14人关注,一年前发布,VR房源,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107104979536.html
普陀,灵芝公寓,普陀 甘泉宜川 内环至中环,2室1厅1厨1卫,105.59㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共5层),平层,板楼,砖混结构,,无,2023-04-14,2015-03-02,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,板块缺席户型三室~近轨交50米~业主诚意出售~当下诚意,585万,"55,403元/平",灵芝公寓 -甘泉宜川,2室1厅,105.59平米,"('高楼层(共5层)',)",1990年,板楼,4人关注,一年前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107106913225.html
普陀,工汇花苑,普陀 甘泉宜川 内环至中环,2室2厅1厨1卫,100.59㎡,,南 北,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),复式,板楼,砖混结构,,无,2025-01-08,2024-01-17,未满两年,无抵押,商品房,普通住宅,非共有,已上传房本照片,房子满5 高区楼层采光没有遮挡诚心出售价格好,508万,"50,503元/平",工汇花苑 -甘泉宜川,2室2厅,100.59平米,"('高楼层(共6层)',)",1996年,板楼,2人关注,3个月以前发布,VR房源,,,,,https://sh.lianjia.com/ershoufang/107111792083.html
普陀,华延公寓,普陀 甘泉宜川 内环至中环,2室2厅1厨1卫,102.72㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共18层),平层,板楼,钢混结构,两梯六户,有,2024-10-17,2014-02-07,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,电梯房，房子精装修，采光好，近地铁。,580万,"56,465元/平",华延公寓 -甘泉宜川,2室2厅,102.72平米,"('低楼层(共18层)',)",1999年,板楼,2人关注,6个月以前发布,VR房源,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107111100001.html
普陀,双泉公寓,普陀 甘泉宜川 内环至中环,2室1厅1厨1卫,98.79㎡,,南 北,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共18层),平层,塔楼,钢混结构,两梯七户,有,2024-12-07,1998-08-13,未满两年,无抵押,商品房,普通住宅,非共有,已上传房本照片,电梯房，近地铁，户型好，采光无遮挡,550万,"55,674元/平",双泉公寓 -甘泉宜川,2室1厅,98.79平米,"('中楼层(共18层)',)",1998年,塔楼,0人关注,4个月以前发布,VR看装修,,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107111529528.html
普陀,金原新苑,普陀 甘泉宜川 内环至中环,2室2厅1厨1卫,98.81㎡,,南 北,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,砖混结构,一梯两户,有,2024-01-06,2012-12-27,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,电梯房 1梯2户  高区采光好 视野佳 南北通  业主急售,530万,"53,639元/平",金原新苑 -甘泉宜川,2室2厅,98.81平米,"('高楼层(共6层)',)",1997年,板楼,8人关注,一年前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107108860863.html
普陀,众源公寓,普陀 甘泉宜川 内环至中环,2室1厅1厨1卫,93.99㎡,,南 东南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共18层),平层,塔楼,钢混结构,两梯六户,有,2024-10-07,2018-03-07,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,此房满五年，中区边套全明两房两厅，共享大宁商圈配套,480万,"51,070元/平",众源公寓 -甘泉宜川,2室1厅,93.99平米,"('高楼层(共18层)',)",2004年,塔楼,3人关注,6个月以前发布,VR房源,房本满五年,,,,https://sh.lianjia.com/ershoufang/107110988996.html
普陀,华延公寓,普陀 甘泉宜川 内环至中环,2室1厅0厨1卫,109.98㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共18层),平层,板楼,钢混结构,两梯六户,有,2024-10-23,2013-05-13,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,"近地铁, 出行便利, 安静 不靠马路",520万,"47,282元/平",华延公寓 -甘泉宜川,2室1厅,109.98平米,"('低楼层(共18层)',)",1999年,板楼,15人关注,6个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107111150235.html
普陀,新泉大厦,普陀 甘泉宜川 内环至中环,2室2厅1厨1卫,93.79㎡,,东 西 北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共18层),平层,板楼,钢混结构,两梯七户,有,2023-09-17,2021-02-03,满两年,有抵押 281万元 业主自还,商品房,普通住宅,非共有,已上传房本照片,精装修 电梯高区 大2房 视野开阔 采光充足,490万,"52,245元/平",新泉大厦 -甘泉宜川,2室2厅,93.79平米,"('18层',)",1996年,板楼,15人关注,一年前发布,VR房源,,近地铁,房本满两年,,https://sh.lianjia.com/ershoufang/107108065660.html
普陀,嘉华苑(普陀),普陀 甘泉宜川 内环内,2室2厅0厨1卫,97.01㎡,,西 南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共30层),平层,塔楼,钢混结构,两梯六户,有,2025-03-04,2001-07-19,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,嘉华苑(普陀) 2室2厅 西 南,520万,"53,603元/平",嘉华苑(普陀) -甘泉宜川,2室2厅,97.01平米,"('高楼层(共30层)',)",1997年,塔楼,10人关注,1个月以前发布,VR房源,房本满五年,,,随时看房,https://sh.lianjia.com/ershoufang/107112190023.html
普陀,华经大厦,普陀 甘泉宜川 内环至中环,4室1厅1厨1卫,130.21㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共24层),平层,塔楼,钢混结构,两梯八户,有,2025-02-10,2004-12-03,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,大区甄选 西边套全明户型 电梯房中区 业主急售,699万,"53,683元/平",华经大厦 -甘泉宜川,4室1厅,130.21平米,"('中楼层(共24层)',)",1996年,塔楼,4人关注,2个月以前发布,VR房源,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107111942908.html
普陀,泰山三村,普陀 甘泉宜川 内环至中环,1室1厅1厨1卫,33.67㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,混合结构,,无,2025-03-15,2016-12-07,满五年,有抵押 40万元,商品房,普通住宅,非共有,已上传房本照片,内环边 采光明亮 精装修 拎包入住 业主诚心出售,150万,"44,551元/平",泰山三村 -甘泉宜川,1室1厅,33.67平米,"('高楼层(共6层)',)",1988年,板楼,6人关注,1个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112313923.html
普陀,白玉大楼,普陀 武宁 内环内,2室1厅1厨1卫,60.3㎡,,东南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共17层),平层,塔楼,钢混结构,两梯十八户,有,2025-03-28,2023-05-04,未满两年,无抵押,商品房,普通住宅,共有,已上传房本照片,新鲜出炉，看房方便，交通便利。,360万,"59,702元/平",白玉大楼 -武宁,2室1厅,60.3平米,"('中楼层(共17层)',)",1990年,塔楼,5人关注,30天以前发布,VR看装修,,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107112448020.html
普陀,宜川六村,普陀 甘泉宜川 内环至中环,1室1厅1厨1卫,38.07㎡,,西北,其他,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共7层),平层,板楼,钢混结构,,无,2024-10-04,2014-07-16,满五年,,商品房,普通住宅,非共有,已上传房本照片,宜川六村 1室1厅 西北,190万,"49,909元/平",宜川六村 -甘泉宜川,1室1厅,38.07平米,"('低楼层(共7层)',)",1985年,板楼,0人关注,6个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107110967163.html
