分区,小区名称,所在区域,房屋户型,建筑面积,套内面积,房屋朝向,装修情况,供暖方式,楼层高度,所在楼层,户型结构,建筑类型,建筑结构,梯户比例,配备电梯,挂牌时间,上次交易,房屋年限,抵押信息,交易权属,房屋用途,产权所属,房本备件,标题,总价,单价,地区,几室几厅,房屋面积,楼层,建立时间,户型,关注人数,发布日期,VR看装修,房本满五年,近地铁,房本满两年,随时看房,详情页
西城,信德园,西城 菜户营 二至三环,2室1厅1厨1卫,107.86㎡,89.19㎡,南 西南 西,精装,自供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共23层),平层,塔楼,钢混结构,两梯八户,有,2025-02-25,2024-09-23,未满两年,有抵押 230万元 客户偿还,商品房,普通住宅,非共有,已上传房本照片,西城二环商品房社区落地窗两居室少见户型看房随时,748万,"69,350元/平",信德园 -菜户营,2室1厅,107.86平米,"('高楼层(共23层)',)",2002年,塔楼,40人关注,1个月以前发布,VR看装修,,,,随时看房,https://bj.lianjia.com/ershoufang/101129024517.html
房山,绿城百合公寓南区,房山 阎村 六环外,3室2厅1厨2卫,112.1㎡,,南 北,简装,自供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共7层),平层,板楼,混合结构,,无,2025-02-06,2006-03-21,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,绿城百合公寓南区满五年唯一住房。双南卧室南客厅,248万,"22,124元/平",绿城百合公寓南区 -阎村,3室2厅,112.1平米,"('低楼层(共7层)',)",2005年,板楼,13人关注,2个月以前发布,VR看装修,房本满五年,,,随时看房,https://bj.lianjia.com/ershoufang/101128607109.html
西城,贵都国际,西城 天宁寺 二至三环,3室1厅0厨0卫,130.5㎡,104.87㎡,东,简装,自供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",顶层 (共20层),平层,塔楼,钢混结构,四梯七户,有,2025-04-08,2009-04-04,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,贵都国际 3室1厅 东,538万,"41,227元/平",贵都国际 -天宁寺,3室1厅,130.5平米,"('顶层(共20层)',)",2007年,塔楼,1人关注,19天以前发布,VR看装修,房本满五年,,,,https://bj.lianjia.com/ershoufang/101129806362.html
朝阳,优士阁,朝阳 劲松 二至三环,2室1厅1厨1卫,97.18㎡,78.2㎡,西 西北,简装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共30层),平层,塔楼,钢混结构,三梯十二户,有,2024-12-06,2010-06-01,满五年,有抵押 200万元,商品房,普通住宅,非共有,已上传房本照片,优士阁04年商品房，满五唯一，,320万,"32,929元/平",优士阁 -劲松,2室1厅,97.18平米,"('高楼层(共30层)',)",2004年,塔楼,8人关注,4个月以前发布,VR看装修,房本满五年,,,,https://bj.lianjia.com/ershoufang/101127923058.html
昌平,天通苑北二区,昌平 天通苑 五至六环,2室2厅1厨2卫,124.23㎡,,南 北,简装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共13层),平层,板楼,钢混结构,一梯两户,有,2025-02-26,2006-09-07,满五年,无抵押,一类经济适用房,普通住宅,非共有,已上传房本照片,天通苑北二区 2室2厅 南 北,473万,"38,075元/平",天通苑北二区 -天通苑,2室2厅,124.23平米,"('中楼层(共13层)',)",2005年,板楼,9人关注,1个月以前发布,VR看装修,房本满五年,,,随时看房,https://bj.lianjia.com/ershoufang/101126987860.html
朝阳,潘家园东里,朝阳 潘家园 二至三环,2室1厅1厨1卫,57.63㎡,,北 南,简装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,混合结构,,无,2025-03-10,1999-06-15,满五年,无抵押,已购公房,普通住宅,非共有,已上传房本照片,潘家园东里 中间楼层南北通透两居室,308万,"53,445元/平",潘家园东里 -潘家园,2室1厅,57.63平米,"('中楼层(共6层)',)",,板楼,8人关注,1个月以前发布,VR看装修,房本满五年,近地铁,,,https://bj.lianjia.com/ershoufang/101129034618.html
朝阳,农光里,朝阳 劲松 三至四环,2室1厅1厨1卫,103.1㎡,,南 西,简装,自供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共22层),平层,塔楼,钢混结构,两梯八户,有,2024-05-29,2010-02-10,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,农光里渤海家园 单独院落管理 满五年唯一 随时可看,585万,"56,742元/平",农光里 -劲松,2室1厅,103.1平米,"('高楼层(共22层)',)",,塔楼,84人关注,10个月以前发布,VR房源,房本满五年,近地铁,,随时看房,https://bj.lianjia.com/ershoufang/101124471891.html
丰台,正邦嘉园二期,丰台 刘家窑 三至四环,2室1厅1厨1卫,90.05㎡,,西北,精装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",顶层 (共24层),平层,塔楼,钢混结构,三梯十四户,有,2024-09-20,2021-01-07,满两年,无抵押,二类经济适用房,普通住宅,非共有,已上传房本照片,满五唯一商品房价格，精装修，看房随时,359万,"39,867元/平",正邦嘉园二期 -刘家窑,2室1厅,90.05平米,"('顶层(共24层)',)",2006年,塔楼,11人关注,7个月以前发布,VR看装修,,,房本满两年,,https://bj.lianjia.com/ershoufang/101126539574.html
丰台,玉璞家园,丰台 丽泽 三至四环,2室1厅1厨1卫,64.33㎡,49.91㎡,南 北,精装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共22层),平层,板楼,钢混结构,三梯十四户,有,2025-04-05,2023-07-06,未满两年,有抵押 100万元 建行 业主自还,商品房,普通住宅,非共有,已上传房本照片,2016年社区  玉璞家园 南北通透 精装修两居,365万,"56,739元/平",玉璞家园 -丽泽,2室1厅,64.33平米,"('中楼层(共22层)',)",2016年,板楼,9人关注,22天以前发布,VR看装修,,近地铁,,随时看房,https://bj.lianjia.com/ershoufang/101129889442.html
大兴,清源东里,大兴 枣园 五至六环,2室1厅1厨1卫,59.6㎡,,南 北,简装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,混合结构,,无,2025-02-24,2009-05-19,满五年,无抵押,已购公房,普通住宅,非共有,已上传房本照片,满五年的商品房，南北通透，明厨明卫，采光好,157万,"26,343元/平",清源东里 -枣园,2室1厅,59.6平米,"('高楼层(共6层)',)",,板楼,13人关注,2个月以前发布,VR房源,房本满五年,,,,https://bj.lianjia.com/ershoufang/101129053833.html
海淀,恩济里小区,海淀 定慧寺 三至四环,1室1厅1厨1卫,44.22㎡,,西 南 北,精装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共4层),平层,板楼,混合结构,,无,2024-10-31,2018-10-26,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,恩济里小区 全明户型 3层 中间位置 安静 采光好,339万,"76,663元/平",恩济里小区 -定慧寺,1室1厅,44.22平米,"('中楼层(共4层)',)",1991年,板楼,34人关注,5个月以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://bj.lianjia.com/ershoufang/101127364302.html
朝阳,翠成馨园A区,朝阳 垡头 四至五环,3室2厅1厨1卫,120.64㎡,96.78㎡,南 北,简装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共14层),平层,板楼,钢混结构,两梯九户,有,2025-02-16,2010-04-27,满五年,无抵押,一类经济适用房,普通住宅,非共有,已上传房本照片,翠成馨园A区，满五唯一，电梯三居室，南北通透。,499万,"41,363元/平",翠成馨园A区 -垡头,3室2厅,120.64平米,"('高楼层(共14层)',)",2007年,板楼,23人关注,2个月以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://bj.lianjia.com/ershoufang/101128860729.html
东城,望坛新苑,东城 永定门 二至三环,2室1厅1厨1卫,81.48㎡,,南,精装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共12层),平层,板楼,钢混结构,一梯五户,有,2024-11-10,2023-04-20,满两年,有抵押 150万元 业主自还,商品房,普通住宅,非共有,已上传房本照片,望坛新苑 朝南两居 原票735万 精装修有车位,708万,"86,893元/平",望坛新苑 -永定门,2室1厅,81.48平米,"('12层',)",,板楼,46人关注,5个月以前发布,VR看装修,,近地铁,房本满两年,随时看房,https://bj.lianjia.com/ershoufang/101127529170.html
通州,富力惠兰美居,通州 潞苑 五至六环,1室1厅1厨1卫,49.69㎡,,东,简装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共28层),平层,板塔结合,钢混结构,三梯十户,有,2024-09-30,2024-07-04,未满两年,无抵押,商品房,普通住宅,非共有,已上传房本照片,富力惠兰美居 1室1厅 东,140万,"28,175元/平",富力惠兰美居 -潞苑,1室1厅,49.69平米,"('中楼层(共28层)',)",2015年,板塔结合,8人关注,6个月以前发布,VR看装修,,,,随时看房,https://bj.lianjia.com/ershoufang/101126870259.html
昌平,天通苑北一区,昌平 天通苑 五至六环,3室2厅1厨2卫,140.3㎡,122.56㎡,南 北,简装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共7层),平层,板楼,混合结构,一梯两户,有,2025-03-05,2012-02-15,满五年,有抵押 80万元 公积金 业主自还,商品房,普通住宅,共有,已上传房本照片,天通苑北一区商品房南北通透三居室,545万,"38,846元/平",天通苑北一区 -天通苑,3室2厅,140.3平米,"('低楼层(共7层)',)",,板楼,18人关注,1个月以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://bj.lianjia.com/ershoufang/101129241805.html
西城,远雄大观,西城 右安门内 二环内,1室1厅1厨1卫,63.71㎡,,西,精装,自供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共6层),平层,板塔结合,钢混结构,一梯四户,有,2025-02-22,2016-04-14,满五年,有抵押 60万元 公积金,商品房,普通住宅,非共有,已上传房本照片,远雄大观，满五年唯一商品房，板楼有电梯，价格能商量,620万,"97,316元/平",远雄大观 -右安门内,1室1厅,63.71平米,"('低楼层(共6层)',)",2009年,板塔结合,11人关注,2个月以前发布,VR看装修,房本满五年,,,,https://bj.lianjia.com/ershoufang/101126532678.html
朝阳,花园闸小区,朝阳 定福庄 五至六环,2室1厅1厨1卫,56.99㎡,,南 北,简装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,混合结构,,无,2025-03-29,2020-05-28,满两年,有抵押 79万元 中国平安银行 业主自还,商品房,普通住宅,非共有,已上传房本照片,花园闸小区 南北朝向两居 中间楼层 地铁860米,199万,"34,919元/平",花园闸小区 -定福庄,2室1厅,56.99平米,"('中楼层(共6层)',)",1990年,板楼,21人关注,29天以前发布,VR房源,,,房本满两年,,https://bj.lianjia.com/ershoufang/101129762123.html
通州,月亮城堡,通州 武夷花园 五至六环,1室1厅1厨1卫,102.21㎡,78.6㎡,南 北,简装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共11层),平层,板楼,钢混结构,两梯八户,有,2025-02-24,2012-06-13,满五年,有抵押 220万元 廊坊银行 业主自还,商品房,普通住宅,非共有,已上传房本照片,月亮城堡 地铁22号线 6号线 大运河景区,270万,"26,417元/平",月亮城堡 -武夷花园,1室1厅,102.21平米,"('中楼层(共11层)',)",2005年,板楼,18人关注,2个月以前发布,VR房源,房本满五年,,,随时看房,https://bj.lianjia.com/ershoufang/101129033808.html
昌平,天通苑中苑,昌平 天通苑 五至六环,2室1厅1厨2卫,103.29㎡,93.03㎡,南 北,简装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共7层),平层,板楼,混合结构,,无,2024-08-08,2008-10-15,满五年,无抵押,一类经济适用房,普通住宅,非共有,已上传房本照片,此房满五年唯一，南北通透格局 采光好 无遮挡 ！,362万,"35,047元/平",天通苑中苑 -天通苑,2室1厅,103.29平米,"('中楼层(共7层)',)",,板楼,72人关注,8个月以前发布,VR看装修,房本满五年,,,随时看房,https://bj.lianjia.com/ershoufang/101125885197.html
通州,瑞都公园世家北区,通州 临河里 五至六环,1室1厅1厨1卫,50.67㎡,43.85㎡,西北,简装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共9层),平层,板塔结合,钢混结构,一梯四户,有,2025-04-05,2016-02-02,满五年,有抵押 88万元 银行 客户偿还,商品房,普通住宅,非共有,已上传房本照片,正规一居室 双地铁交通 诚心出售,189万,"37,301元/平",瑞都公园世家北区 -临河里,1室1厅,50.67平米,"('中楼层(共9层)',)",2006年,板塔结合,0人关注,22天以前发布,VR看装修,房本满五年,近地铁,,,https://bj.lianjia.com/ershoufang/101129897660.html
西城,新安中里,西城 右安门内 二环内,2室1厅1厨1卫,50.48㎡,,西,精装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共16层),平层,板塔结合,钢混结构,一梯四户,有,2024-12-08,2016-02-01,满五年,有抵押 410万元,商品房,普通住宅,共有,已上传房本照片,右安门内04年钢混楼，精装小两居电梯直达，满五唯一,466万,"92,314元/平",新安中里 -右安门内,2室1厅,50.48平米,"('16层',)",,板塔结合,35人关注,4个月以前发布,VR看装修,房本满五年,,,,https://bj.lianjia.com/ershoufang/101127939086.html
昌平,天通苑东一区,昌平 天通苑 五至六环,4室1厅1厨2卫,202.56㎡,,东南,精装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共19层),复式,塔楼,钢混结构,两梯八户,有,2025-02-09,2005-05-25,满五年,无抵押,一类经济适用房,普通住宅,非共有,已上传房本照片,天通苑东一区精装修电梯复式 看房方便,619万,"30,559元/平",天通苑东一区 -天通苑,4室1厅,202.56平米,"('高楼层(共19层)',)",,塔楼,24人关注,2个月以前发布,VR房源,房本满五年,,,随时看房,https://bj.lianjia.com/ershoufang/101128704646.html
朝阳,恒大御景湾东区,朝阳 豆各庄 五至六环,2室2厅1厨1卫,89.31㎡,,东南,简装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共19层),平层,板楼,钢混结构,两梯四户,有,2024-04-15,2018-12-21,满五年,有抵押 110万元 中国银行 业主自还,自住型商品房,普通住宅,共有,已上传房本照片,恒大御景湾东区C2东南向两居室，满五唯一，户型方正,370万,"41,429元/平",恒大御景湾东区 -豆各庄,2室2厅,89.31平米,"('低楼层(共19层)',)",2016年,板楼,21人关注,一年前发布,VR看装修,房本满五年,,,随时看房,https://bj.lianjia.com/ershoufang/101123633599.html
朝阳,日月东华,朝阳 石佛营 四至五环,2室2厅1厨1卫,101.83㎡,,西南,简装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共21层),平层,塔楼,钢混结构,两梯十户,有,2024-12-26,2004-06-29,满五年,有抵押 210万元 平安银行 客户偿还,商品房,普通住宅,非共有,已上传房本照片,【视野开阔无遮挡】日月东华 满五年唯一商品房,438万,"43,013元/平",日月东华 -石佛营,2室2厅,101.83平米,"('低楼层(共21层)',)",,塔楼,23人关注,3个月以前发布,VR房源,房本满五年,近地铁,,,https://bj.lianjia.com/ershoufang/101128224444.html
昌平,云趣园一区,昌平 回龙观 五至六环,4室2厅1厨2卫,172.36㎡,,南 北,精装,自供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共7层),复式,板楼,混合结构,,无,2024-12-10,2024-12-10,未满两年,有抵押,商品房,普通住宅,共有,已上传房本照片,自主精装修 近地铁 小区中间位置 大复式采光好,460万,"26,689元/平",云趣园一区 -回龙观,4室2厅,172.36平米,"('7层',)",,板楼,5人关注,4个月以前发布,VR房源,,近地铁,,随时看房,https://bj.lianjia.com/ershoufang/101127982979.html
东城,东四块玉南街,东城 左安门 二环内,2室1厅1厨1卫,52.7㎡,,南 北,简装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共6层),平层,板楼,混合结构,,无,2025-02-17,2002-07-22,满五年,无抵押,已购公房,普通住宅,非共有,已上传房本照片,龙体东四块玉南街独门独院不临街,410万,"77,799元/平",东四块玉南街 -左安门,2室1厅,52.7平米,"('低楼层(共6层)',)",,板楼,42人关注,2个月以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://bj.lianjia.com/ershoufang/101128889651.html
房山,国际花园2号院,房山 长阳 五至六环,2室1厅1厨1卫,76.44㎡,58.2㎡,南 北,精装,自供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共18层),平层,板楼,钢混结构,一梯两户,有,2025-03-09,2016-11-10,满五年,有抵押 65万元 建设银行 业主自还,商品房,普通住宅,非共有,已上传房本照片,国际花园2号院，房山 长阳 篱笆房,230万,"30,089元/平",国际花园2号院 -长阳,2室1厅,76.44平米,"('高楼层(共18层)',)",2014年,板楼,10人关注,1个月以前发布,VR看装修,房本满五年,,,,https://bj.lianjia.com/ershoufang/101129327658.html
房山,金地朗悦朗园,房山 长阳 五至六环,3室1厅1厨2卫,111.88㎡,,南 北,精装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",顶层 (共8层),复式,板楼,钢混结构,一梯两户,有,2024-08-11,2018-09-12,满五年,有抵押 50万元 公积金 业主自还,商品房,普通住宅,非共有,已上传房本照片,金地朗悦朗园 精装上跃 安静不临街,450万,"40,222元/平",金地朗悦朗园 -长阳,3室1厅,111.88平米,"('顶层(共8层)',)",2013年,板楼,30人关注,8个月以前发布,VR房源,房本满五年,,,随时看房,https://bj.lianjia.com/ershoufang/101125864555.html
大兴,旧宫新苑南区,大兴 旧宫 四至五环,2室1厅1厨1卫,84.68㎡,66.83㎡,南 北,简装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",顶层 (共18层),平层,板楼,钢混结构,一梯三户,有,2025-03-13,2018-04-18,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,旧宫2012年南北通透，电梯房，采光好,299万,"35,310元/平",旧宫新苑南区 -旧宫,2室1厅,84.68平米,"('顶层(共18层)',)",2012年,板楼,11人关注,1个月以前发布,VR看装修,房本满五年,,,随时看房,https://bj.lianjia.com/ershoufang/101129441682.html
朝阳,安慧北里逸园,朝阳 亚运村 四至五环,1室1厅1厨1卫,47.9㎡,,南,简装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",底层 (共6层),平层,板楼,混合结构,,无,2024-10-25,2024-10-24,未满两年,无抵押,已购公房,普通住宅,非共有,已上传房本照片,少出户型南向方正大阳台，满五年唯一，购房费成本低,290万,"60,543元/平",安慧北里逸园 -亚运村,1室1厅,47.9平米,"('底层(共6层)',)",1994年,板楼,58人关注,5个月以前发布,VR看装修,,近地铁,,随时看房,https://bj.lianjia.com/ershoufang/101127254694.html
海淀,怡美家园,海淀 上地 五至六环,3室1厅1厨2卫,120.84㎡,,南 北,精装,自供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共10层),平层,板楼,钢混结构,一梯两户,有,2025-03-23,2017-12-04,满五年,有抵押 260万元 客户偿还,商品房,普通住宅,非共有,已上传房本照片,怡美家园 南北通透 前后无遮挡 精装修拎包入住,988万,"81,762元/平",怡美家园 -上地,3室1厅,120.84平米,"('中楼层(共10层)',)",,板楼,30人关注,1个月以前发布,VR看装修,房本满五年,近地铁,,,https://bj.lianjia.com/ershoufang/101129640564.html
昌平,龙跃苑三区,昌平 回龙观 五至六环,2室1厅1厨1卫,92.18㎡,82.44㎡,南 北,简装,自供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",底层 (共6层),,板楼,混合结构,,无,2025-02-23,2005-09-01,满五年,有抵押 90万元 个人 业主自还,一类经济适用房,普通住宅,非共有,已上传房本照片,采光好，随时看，户型方正，随时签约。,359万,"38,946元/平",龙跃苑三区 -回龙观,2室1厅,92.18平米,"('6层',)",,板楼,56人关注,2个月以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://bj.lianjia.com/ershoufang/101128961283.html
朝阳,迎曦园,朝阳 石佛营 四至五环,1室1厅1厨1卫,70.17㎡,,南 西,精装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共21层),平层,塔楼,钢混结构,三梯十二户,有,2025-03-31,2016-02-24,满五年,有抵押 50万元,商品房,普通住宅,非共有,已上传房本照片,精装修大一居满五唯一，视野开阔采光无遮配套设施齐全,350万,"49,879元/平",迎曦园 -石佛营,1室1厅,70.17平米,"('中楼层(共21层)',)",,塔楼,10人关注,27天以前发布,VR看装修,房本满五年,,,,https://bj.lianjia.com/ershoufang/101129707785.html
大兴,亦庄北岸,大兴 旧宫 四至五环,1室1厅1厨1卫,63.32㎡,,东北,简装,自供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共15层),平层,板楼,钢混结构,两梯四户,有,2024-01-15,2016-09-28,满五年,有抵押 140万元 汇丰银行 客户偿还,商品房,普通住宅,非共有,已上传房本照片,亦庄北岸：满五唯一，高层视野敞亮，诚意出售,205万,"32,376元/平",亦庄北岸 -旧宫,1室1厅,63.32平米,"('高楼层(共15层)',)",,板楼,21人关注,一年前发布,VR看装修,房本满五年,,,随时看房,https://bj.lianjia.com/ershoufang/101122650388.html
通州,怡佳家园,通州 万达 五至六环,3室1厅1厨2卫,126.91㎡,,东南,精装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共28层),平层,塔楼,钢混结构,两梯八户,有,2025-03-18,2003-12-05,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,直线观河景房，万达对面，双规道交通，人车分流。,460万,"36,247元/平",怡佳家园 -万达,3室1厅,126.91平米,"('高楼层(共28层)',)",2002年,塔楼,11人关注,1个月以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://bj.lianjia.com/ershoufang/101129513070.html
通州,西马庄园,通州 通州北苑 五至六环,1室1厅1厨1卫,57.53㎡,,西北,简装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,混合结构,,无,2025-02-10,2015-12-23,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,西马庄园 商品房  正规一居室，看房方便,140万,"24,336元/平",西马庄园 -通州北苑,1室1厅,57.53平米,"('高楼层(共6层)',)",,板楼,27人关注,2个月以前发布,VR房源,房本满五年,,,,https://bj.lianjia.com/ershoufang/101128701855.html
朝阳,公园大道,朝阳 朝阳公园 三至四环,3室1厅1厨2卫,168.4㎡,131.09㎡,西南 北,精装,自供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共31层),平层,板塔结合,钢混结构,四梯八户,有,2025-04-20,2014-02-11,满五年,有抵押 150万元,商品房,普通住宅,非共有,已上传房本照片,270°圆弧窗 全景城市绿fei 心旷神怡！,1580万,"93,825元/平",公园大道 -朝阳公园,3室1厅,168.4平米,"('中楼层(共31层)',)",2006年,板塔结合,9人关注,7天以前发布,VR房源,房本满五年,近地铁,,随时看房,https://bj.lianjia.com/ershoufang/101129641287.html
通州,长城国际,通州 通州北苑 五至六环,1室1厅1厨1卫,49.94㎡,38.34㎡,东,简装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共22层),平层,塔楼,钢混结构,两梯十二户,有,2025-03-11,2011-08-11,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,长城国际，东向，安静舒适，满五唯一，看房方便,148万,"29,636元/平",长城国际 -通州北苑,1室1厅,49.94平米,"('中楼层(共22层)',)",2009年,塔楼,4人关注,1个月以前发布,VR看装修,房本满五年,,,随时看房,https://bj.lianjia.com/ershoufang/101129389419.html
门头沟,惠民家园二区,门头沟 大峪 六环外,2室1厅1厨1卫,74.54㎡,62.96㎡,南 北,精装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",底层 (共11层),平层,板楼,钢混结构,一梯四户,有,2025-04-11,2025-01-26,未满两年,无抵押,二类经济适用房,普通住宅,非共有,已上传房本照片,惠民家园二区 2室1厅 南 北,228万,"30,588元/平",惠民家园二区 -大峪,2室1厅,74.54平米,"('底层(共11层)',)",2010年,板楼,4人关注,16天以前发布,VR看装修,,,,随时看房,https://bj.lianjia.com/ershoufang/101130023003.html
房山,四合巷小区,房山 良乡 五至六环,3室1厅1厨1卫,80.24㎡,,南 北,简装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,混合结构,,无,2025-01-22,2014-05-22,满五年,无抵押,已购公房,普通住宅,非共有,已上传房本照片,四合巷小区 3室1厅 南 北,129万,"16,077元/平",四合巷小区 -良乡,3室1厅,80.24平米,"('6层',)",1990年,板楼,17人关注,3个月以前发布,VR房源,房本满五年,,,随时看房,https://bj.lianjia.com/ershoufang/101128208037.html
丰台,莲花池南里小区,丰台 广安门 二至三环,3室1厅1厨1卫,78.79㎡,,南 北,简装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,混合结构,,无,2024-09-27,2011-08-29,满五年,无抵押,已购公房,普通住宅,非共有,已上传房本照片,西三环 莲花池南里 三居 央产的家属楼,530万,"67,268元/平",莲花池南里小区 -广安门,3室1厅,78.79平米,"('中楼层(共6层)',)",,板楼,39人关注,6个月以前发布,VR看装修,房本满五年,,,,https://bj.lianjia.com/ershoufang/101126694227.html
通州,时尚街区东区,通州 梨园 五至六环,3室1厅1厨1卫,106.35㎡,,东北,精装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共13层),平层,板楼,钢混结构,一梯四户,有,2024-12-06,2007-08-24,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,时尚街区东区正规三居室业主诚心出售,365万,"34,321元/平",时尚街区东区 -梨园,3室1厅,106.35平米,"('中楼层(共13层)',)",2005年,板楼,8人关注,4个月以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://bj.lianjia.com/ershoufang/101127918080.html
通州,十里春风,通州 通州其它 六环外,2室1厅1厨1卫,77.73㎡,56.26㎡,南 北,其他,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共18层),平层,板楼,钢混结构,,,2024-11-14,2024-01-12,未满两年,有抵押 70万元,商品房,普通住宅,非共有,已上传房本照片,十里春风 2室1厅 南 北,93万,"11,965元/平",十里春风 -通州其它,2室1厅,77.73平米,"('中楼层(共18层)',)",2020年,板楼,14人关注,5个月以前发布,VR看装修,,,,随时看房,https://bj.lianjia.com/ershoufang/101127557590.html
东城,远洋德邑,东城 广渠门 二至三环,1室1厅1厨1卫,72.34㎡,,西,精装,集中供暖,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共22层),平层,塔楼,钢混结构,三梯十三户,有,2025-03-28,2003-11-12,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,远洋德邑商品有燃气 好楼层 视野开阔 采光好一居室,569万,"78,657元/平",远洋德邑 -广渠门,1室1厅,72.34平米,"('高楼层(共22层)',)",,塔楼,5人关注,30天以前发布,VR看装修,房本满五年,,,,https://bj.lianjia.com/ershoufang/101129724798.html
